source,device_id,date,events_raw,events_after_day_filter,total_events,bytes_total,bytes_per_event,unique_src_ip,unique_dst_ip,action_accept_count,action_accept_rate,action_deny_count,action_deny_rate,action_client-rst_count,action_client-rst_rate,action_server-rst_count,action_server-rst_rate,action_timeout_count,action_timeout_rate,action_passthrough_count,action_passthrough_rate,unique_proto,unique_service,unique_policy,unique_user
fortigate,FGT30E3U17006691,2025-09-24,34560.0,34560.0,108.0,0.0,0.0,11.0,5.0,0.0,0.0,102.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-25,34556.0,34556.0,120.0,0.0,0.0,6.0,4.0,0.0,0.0,116.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-26,34560.0,34560.0,152.0,23598.0,155.25,14.0,6.0,4.0,0.02631578947368421,142.0,0.9342105263157895,0.0,0.0,2.0,0.013157894736842105,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-27,34560.0,34560.0,132.0,0.0,0.0,6.0,5.0,0.0,0.0,120.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-28,34556.0,34556.0,96.0,148046712090.0,1542153250.9375,4.0,3.0,0.0,0.0,92.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-29,34560.0,34560.0,142.0,0.0,0.0,9.0,6.0,0.0,0.0,140.0,0.9859154929577465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-09-30,34556.0,34556.0,104.0,158920761980.0,1528084249.8076923,8.0,4.0,0.0,0.0,98.0,0.9423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-01,34560.0,34560.0,100.0,22942.0,229.42,7.0,7.0,0.0,0.0,94.0,0.94,0.0,0.0,2.0,0.02,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-02,34556.0,34556.0,112.0,304.0,2.7142857142857144,9.0,6.0,2.0,0.017857142857142856,110.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-03,34560.0,34560.0,118.0,1477154344.0,12518257.152542373,8.0,6.0,2.0,0.01694915254237288,112.0,0.9491525423728814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-04,34556.0,34556.0,106.0,0.0,0.0,9.0,5.0,0.0,0.0,104.0,0.9811320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-05,34560.0,34560.0,142.0,24054.0,169.3943661971831,5.0,6.0,8.0,0.056338028169014086,128.0,0.9014084507042254,0.0,0.0,2.0,0.014084507042253521,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-06,34556.0,34556.0,122.0,12752855158.0,104531599.6557377,9.0,7.0,4.0,0.03278688524590164,108.0,0.8852459016393442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-07,34560.0,34560.0,176.0,304.0,1.7272727272727273,12.0,6.0,2.0,0.011363636363636364,168.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-08,34556.0,34556.0,80.0,22838.0,285.475,7.0,5.0,0.0,0.0,72.0,0.9,0.0,0.0,2.0,0.025,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-09,34560.0,34560.0,104.0,37053322120.0,356281943.46153843,10.0,4.0,0.0,0.0,102.0,0.9807692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-10,34556.0,34556.0,110.0,856.0,7.781818181818182,15.0,8.0,6.0,0.05454545454545454,104.0,0.9454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-11,34560.0,34560.0,146.0,608.0,4.164383561643835,11.0,7.0,4.0,0.0273972602739726,140.0,0.958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-12,34556.0,34556.0,174.0,52448153578.0,301426169.9885057,8.0,6.0,4.0,0.022988505747126436,166.0,0.9540229885057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-13,34560.0,34560.0,158.0,37070.0,234.62025316455697,8.0,8.0,2.0,0.012658227848101266,150.0,0.9493670886075949,0.0,0.0,2.0,0.012658227848101266,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-14,34556.0,34556.0,104.0,2888.0,27.76923076923077,10.0,9.0,10.0,0.09615384615384616,92.0,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-15,34556.0,34556.0,128.0,0.0,0.0,8.0,5.0,0.0,0.0,124.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-16,34560.0,34560.0,134.0,298148.0,2224.9850746268658,12.0,8.0,4.0,0.029850746268656716,120.0,0.8955223880597015,0.0,0.0,2.0,0.014925373134328358,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-17,34556.0,34556.0,160.0,912.0,5.7,13.0,8.0,6.0,0.0375,148.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-18,34560.0,34560.0,134.0,152.0,1.1343283582089552,10.0,6.0,2.0,0.014925373134328358,122.0,0.9104477611940298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-19,51834.0,51834.0,249.0,912.0,3.6626506024096384,7.0,6.0,9.0,0.03614457831325301,231.0,0.927710843373494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-20,51840.0,51840.0,171.0,34413.0,201.24561403508773,10.0,6.0,3.0,0.017543859649122806,162.0,0.9473684210526315,0.0,0.0,3.0,0.017543859649122806,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E3U17006691,2025-10-21,29226.0,29226.0,104.0,0.0,0.0,4.0,3.0,0.0,0.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-21,34556.0,34556.0,302.0,3815671586.0,12634674.125827815,10.0,10.0,14.0,0.046357615894039736,256.0,0.847682119205298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-22,34560.0,34560.0,268.0,3448.0,12.865671641791044,12.0,12.0,10.0,0.03731343283582089,228.0,0.8507462686567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-23,34556.0,34556.0,336.0,760.0,2.261904761904762,10.0,6.0,10.0,0.02976190476190476,304.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-24,34560.0,34560.0,484.0,704.0,1.4545454545454546,12.0,9.0,6.0,0.012396694214876033,464.0,0.9586776859504132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-25,34556.0,34556.0,424.0,3566019222.0,8410422.693396226,15.0,11.0,16.0,0.03773584905660377,368.0,0.8679245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-26,34560.0,34560.0,214.0,3272.0,15.289719626168225,10.0,8.0,6.0,0.028037383177570093,196.0,0.9158878504672897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-27,34560.0,34560.0,476.0,2008.0,4.218487394957983,11.0,9.0,16.0,0.03361344537815126,448.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-28,34556.0,34556.0,532.0,18704270230.0,35158402.68796992,12.0,14.0,20.0,0.03759398496240601,482.0,0.9060150375939849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-29,34560.0,34560.0,270.0,302274.0,1119.5333333333333,10.0,7.0,6.0,0.022222222222222223,252.0,0.9333333333333333,0.0,0.0,2.0,0.007407407407407408,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0
fortigate,FGT30E5620039354,2025-09-30,34556.0,34556.0,326.0,60254.0,184.82822085889572,14.0,8.0,8.0,0.024539877300613498,298.0,0.9141104294478528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-01,34560.0,34560.0,328.0,7418364740.0,22616965.67073171,10.0,8.0,4.0,0.012195121951219513,302.0,0.9207317073170732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-02,34556.0,34556.0,386.0,9344.0,24.207253886010363,10.0,16.0,26.0,0.06735751295336788,340.0,0.8808290155440415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-03,34560.0,34560.0,256.0,10152.0,39.65625,11.0,20.0,30.0,0.1171875,214.0,0.8359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-04,34556.0,34556.0,352.0,1200.0,3.409090909090909,9.0,8.0,12.0,0.03409090909090909,328.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-05,34560.0,34560.0,370.0,22072.0,59.65405405405406,13.0,10.0,14.0,0.03783783783783784,338.0,0.9135135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-06,34556.0,34556.0,244.0,10850.0,44.467213114754095,9.0,9.0,12.0,0.04918032786885246,210.0,0.860655737704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-07,34560.0,34560.0,326.0,22968.0,70.45398773006134,11.0,17.0,28.0,0.08588957055214724,274.0,0.8404907975460123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-08,34556.0,34556.0,612.0,99814.0,163.09477124183007,14.0,23.0,40.0,0.06535947712418301,564.0,0.9215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-09,34560.0,34560.0,308.0,2998469322.0,9735290.006493507,12.0,20.0,38.0,0.12337662337662338,250.0,0.8116883116883117,0.0,0.0,2.0,0.006493506493506494,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-10,34556.0,34556.0,236.0,23738.0,100.58474576271186,12.0,8.0,6.0,0.025423728813559324,206.0,0.8728813559322034,0.0,0.0,2.0,0.00847457627118644,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-11,34560.0,34560.0,268.0,8048.0,30.029850746268657,9.0,9.0,12.0,0.04477611940298507,238.0,0.8880597014925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-12,34556.0,34556.0,438.0,456.0,1.0410958904109588,11.0,8.0,4.0,0.0091324200913242,416.0,0.9497716894977168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-13,34560.0,34560.0,366.0,26828.0,73.30054644808743,11.0,9.0,6.0,0.01639344262295082,334.0,0.912568306010929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-14,34556.0,34556.0,332.0,9416.0,28.36144578313253,14.0,11.0,22.0,0.06626506024096386,290.0,0.8734939759036144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-15,34556.0,34556.0,268.0,8960.0,33.43283582089552,11.0,14.0,18.0,0.06716417910447761,228.0,0.8507462686567164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-16,34560.0,34560.0,274.0,48850900540.0,178287958.1751825,10.0,8.0,6.0,0.021897810218978103,248.0,0.9051094890510949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-17,34556.0,34556.0,220.0,21468.0,97.58181818181818,10.0,8.0,6.0,0.02727272727272727,198.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-18,34560.0,34560.0,290.0,128624.0,443.5310344827586,12.0,10.0,16.0,0.05517241379310345,260.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-19,51834.0,51834.0,339.0,49153549473.0,144995721.15929204,5.0,8.0,12.0,0.035398230088495575,285.0,0.8407079646017699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-20,51840.0,51840.0,300.0,11244.0,37.48,7.0,6.0,12.0,0.04,264.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0
fortigate,FGT30E5620039354,2025-10-21,29226.0,29226.0,161.0,4224.0,26.236024844720497,7.0,6.0,3.0,0.018633540372670808,135.0,0.8385093167701864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-21,34556.0,34556.0,6.0,573808.0,95634.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-22,34560.0,34560.0,6.0,2790.0,465.0,1.0,3.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-23,34556.0,34556.0,6.0,3064.0,510.6666666666667,2.0,3.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-24,34560.0,34560.0,14.0,56473388.0,4033813.4285714286,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-25,34556.0,34556.0,6.0,137480.0,22913.333333333332,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-26,34560.0,34560.0,16.0,8552.0,534.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-27,34560.0,34560.0,8.0,44394.0,5549.25,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-28,34556.0,34556.0,12.0,4084328.0,340360.6666666667,2.0,5.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-29,34560.0,34560.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortigate,FGT40FTK2109C8LL,2025-09-30,34556.0,34556.0,2.0,2574.0,1287.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-01,34560.0,34560.0,10.0,171586.0,17158.6,2.0,4.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-03,34560.0,34560.0,10.0,26428.0,2642.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,4.0,0.4,0.0,0.0,1.0,1.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-04,34556.0,34556.0,18.0,7734.0,429.6666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,1.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-05,34560.0,34560.0,30.0,38529400.0,1284313.3333333333,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06666666666666667,14.0,0.4666666666666667,0.0,0.0,1.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-06,34556.0,34556.0,16.0,21604.0,1350.25,2.0,3.0,6.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-07,34560.0,34560.0,28.0,179446.0,6408.785714285715,2.0,7.0,10.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.42857142857142855,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-08,34556.0,34556.0,6.0,177888038.0,29648006.333333332,1.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-09,34560.0,34560.0,6.0,608.0,101.33333333333333,1.0,2.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-10,34556.0,34556.0,12.0,128868.0,10739.0,2.0,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-11,34560.0,34560.0,14.0,202524714.0,14466051.0,2.0,4.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-12,34556.0,34556.0,14.0,59846.0,4274.714285714285,2.0,2.0,4.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-13,34560.0,34560.0,12.0,71284.0,5940.333333333333,2.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-14,34556.0,34556.0,6.0,3080.0,513.3333333333334,2.0,2.0,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,2.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-15,34556.0,34556.0,4.0,46216.0,11554.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-16,34560.0,34560.0,10.0,80852.0,8085.2,2.0,4.0,4.0,0.4,0.0,0.0,0.0,0.0,6.0,0.6,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-17,34556.0,34556.0,20.0,124790.0,6239.5,2.0,4.0,2.0,0.1,0.0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-18,34560.0,34560.0,10.0,22566.0,2256.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-19,51834.0,51834.0,9.0,27453.0,3050.3333333333335,1.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
fortigate,FGT40FTK2109C8LL,2025-10-20,51840.0,51840.0,15.0,81489.0,5432.6,2.0,4.0,9.0,0.6,0.0,0.0,0.0,0.0,3.0,0.2,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0
fortigate,FGT40FTK2209A33N,2025-09-21,34556.0,34556.0,1674.0,24720494404.0,14767320.432497013,167.0,39.0,74.0,0.04420549581839905,622.0,0.3715651135005974,36.0,0.021505376344086023,442.0,0.2640382317801673,10.0,0.005973715651135006,0.0,0.0,2.0,112.0,4.0,62.0
fortigate,FGT40FTK2209A33N,2025-09-22,34560.0,34560.0,1772.0,6874318186.0,3879412.0688487585,176.0,67.0,104.0,0.05869074492099323,570.0,0.3216704288939052,54.0,0.030474040632054177,460.0,0.2595936794582393,0.0,0.0,0.0,0.0,4.0,102.0,4.0,59.0
fortigate,FGT40FTK2209A33N,2025-09-23,34556.0,34556.0,1830.0,42749570606.0,23360421.096174862,186.0,122.0,258.0,0.14098360655737704,650.0,0.3551912568306011,66.0,0.036065573770491806,458.0,0.2502732240437158,4.0,0.002185792349726776,0.0,0.0,4.0,134.0,4.0,57.0
fortigate,FGT40FTK2209A33N,2025-09-24,34560.0,34560.0,1932.0,2712220104.0,1403840.6335403726,208.0,93.0,228.0,0.11801242236024845,810.0,0.4192546583850932,70.0,0.036231884057971016,354.0,0.18322981366459629,0.0,0.0,0.0,0.0,4.0,165.0,4.0,63.0
fortigate,FGT40FTK2209A33N,2025-09-25,34556.0,34556.0,1726.0,29449532668.0,17062301.661645424,217.0,95.0,266.0,0.1541135573580533,734.0,0.42526071842410196,46.0,0.026651216685979143,304.0,0.1761297798377752,4.0,0.002317497103128621,0.0,0.0,4.0,170.0,4.0,52.0
fortigate,FGT40FTK2209A33N,2025-09-26,34560.0,34560.0,2220.0,2603468238.0,1172733.4405405405,229.0,110.0,242.0,0.109009009009009,910.0,0.4099099099099099,46.0,0.02072072072072072,498.0,0.22432432432432434,14.0,0.006306306306306306,0.0,0.0,5.0,193.0,4.0,62.0
fortigate,FGT40FTK2209A33N,2025-09-27,34560.0,34560.0,2298.0,644543558052.0,280480225.43603134,224.0,130.0,230.0,0.10008703220191471,800.0,0.34812880765883375,86.0,0.03742384682332463,532.0,0.23150565709312446,10.0,0.004351610095735422,0.0,0.0,4.0,175.0,4.0,62.0
fortigate,FGT40FTK2209A33N,2025-09-28,34556.0,34556.0,1950.0,804911279182.0,412775014.9651282,183.0,33.0,62.0,0.031794871794871796,874.0,0.4482051282051282,56.0,0.028717948717948718,384.0,0.19692307692307692,14.0,0.0071794871794871795,0.0,0.0,2.0,234.0,4.0,76.0
fortigate,FGT40FTK2209A33N,2025-09-29,34560.0,34560.0,1868.0,53528805588.0,28655677.509635974,202.0,75.0,92.0,0.04925053533190578,722.0,0.38650963597430404,102.0,0.05460385438972163,434.0,0.23233404710920771,2.0,0.0010706638115631692,0.0,0.0,4.0,209.0,4.0,79.0
fortigate,FGT40FTK2209A33N,2025-09-30,34556.0,34556.0,1716.0,192504168996.0,112181916.66433567,190.0,82.0,200.0,0.11655011655011654,690.0,0.4020979020979021,46.0,0.026806526806526808,354.0,0.2062937062937063,2.0,0.0011655011655011655,0.0,0.0,4.0,190.0,4.0,46.0
fortigate,FGT40FTK2209A33N,2025-10-01,34560.0,34560.0,1640.0,5589857904.0,3408449.9414634146,187.0,112.0,220.0,0.13414634146341464,650.0,0.39634146341463417,86.0,0.0524390243902439,334.0,0.20365853658536584,20.0,0.012195121951219513,0.0,0.0,4.0,165.0,4.0,31.0
fortigate,FGT40FTK2209A33N,2025-10-02,34556.0,34556.0,1886.0,347216465138.0,184102049.38388124,187.0,83.0,208.0,0.1102863202545069,868.0,0.4602332979851538,52.0,0.027571580063626724,360.0,0.19088016967126192,6.0,0.003181336161187699,0.0,0.0,4.0,182.0,4.0,48.0
fortigate,FGT40FTK2209A33N,2025-10-03,34560.0,34560.0,2000.0,6387402464.0,3193701.232,182.0,101.0,242.0,0.121,860.0,0.43,56.0,0.028,388.0,0.194,12.0,0.006,0.0,0.0,3.0,170.0,4.0,57.0
fortigate,FGT40FTK2209A33N,2025-10-04,34556.0,34556.0,2162.0,448389787826.0,207395831.55689177,214.0,112.0,250.0,0.11563367252543941,884.0,0.40888066604995377,66.0,0.030527289546716005,480.0,0.22201665124884365,22.0,0.010175763182238668,0.0,0.0,3.0,203.0,4.0,54.0
fortigate,FGT40FTK2209A33N,2025-10-05,34560.0,34560.0,1966.0,763735408240.0,388471723.4181078,161.0,44.0,110.0,0.05595116988809766,698.0,0.3550356052899288,40.0,0.02034587995930824,528.0,0.2685656154628688,8.0,0.004069175991861648,0.0,0.0,3.0,132.0,4.0,63.0
fortigate,FGT40FTK2209DDTF,2025-09-21,34556.0,34556.0,9624.0,7343256.0,763.0149625935162,159.0,45.0,356.0,0.0369908561928512,7130.0,0.7408561928512053,30.0,0.003117206982543641,386.0,0.040108063175394844,0.0,0.0,0.0,0.0,4.0,22.0,1.0,71.0
